repo,file,function
data/raw/repos\official\projects\video_ssl\modeling,video_ssl_model.py,def get_config(self):
data/raw/repos\official\projects\video_ssl\modeling,video_ssl_model.py,"def from_config(cls, config, custom_objects=None):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def random_apply(func, p, x):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def random_brightness(image, max_delta):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def random_solarization(image, p=0.2):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,def _transform(image):
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def to_grayscale(image, keep_channels=True):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def color_jitter(image, strength, random_order=True):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def apply_transform(i, x, brightness, contrast, saturation, hue):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def apply_transform(i, x):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,def brightness_transform():
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,def contrast_transform():
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,def saturation_transform():
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,def hue_transform():
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,def random_color_jitter_3d(frames):
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def random_color_jitter(image, p=1.0):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,def _transform(image):
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def gaussian_blur(image, kernel_size, sigma, padding='SAME'):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def random_blur(image, height, width, p=1.0):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,def _transform(image):
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def random_blur_3d(frames, height, width, blur_probability=0.5):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def generate_selector(p, bsz):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops.py,"def cdf(k, power=1.0):"
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops_test.py,def setUp(self):
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops_test.py,def test_sample_ssl_sequence(self):
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops_test.py,def test_random_color_jitter_3d(self):
data/raw/repos\official\projects\video_ssl\ops,video_ssl_preprocess_ops_test.py,def test_random_blur_3d(self):
data/raw/repos\official\projects\video_ssl\tasks,linear_eval.py,"def initialize(self, model: tf_keras.Model):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,def build_model(self):
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,"def _get_decoder_fn(self, params):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,"def build_inputs(self, params: exp_cfg.DataConfig, input_context=None):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,"def build_losses(self, model_outputs, num_replicas, model):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,"def build_metrics(self, training=True):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,"def process_metrics(self, metrics, contrastive_metrics):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,"def train_step(self, inputs, model, optimizer, metrics=None):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,"def validation_step(self, inputs, model, metrics=None):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain.py,"def inference_step(self, features, model):"
data/raw/repos\official\projects\video_ssl\tasks,pretrain_test.py,def setUp(self):
data/raw/repos\official\projects\video_ssl\tasks,pretrain_test.py,def test_task(self):
data/raw/repos\official\projects\video_ssl\tasks,pretrain_test.py,def test_task_factory(self):
data/raw/repos\official\projects\volumetric_models,train.py,def main(_):
data/raw/repos\official\projects\volumetric_models,train_test.py,def setUp(self):
data/raw/repos\official\projects\volumetric_models,train_test.py,def test_run(self):
data/raw/repos\official\projects\volumetric_models\configs,semantic_segmentation_3d_test.py,"def test_semantic_segmentation_configs(self, config_name):"
data/raw/repos\official\projects\volumetric_models\dataloaders,segmentation_input_3d_test.py,def setUp(self):
data/raw/repos\official\projects\volumetric_models\evaluation,segmentation_metrics.py,"def update_state(self, y_true: tf.Tensor, y_pred: tf.Tensor):"
data/raw/repos\official\projects\volumetric_models\evaluation,segmentation_metrics.py,def reset_states(self):
data/raw/repos\official\projects\volumetric_models\evaluation,segmentation_metrics_test.py,def test_num_classes_not_equal(self):
data/raw/repos\official\projects\volumetric_models\losses,segmentation_losses_test.py,"def test_supported_loss(self, metric_type, output, expected_score):"
data/raw/repos\official\projects\volumetric_models\modeling,factory_test.py,"def test_unet3d_builder(self, input_size, weight_decay, use_bn):"
data/raw/repos\official\projects\volumetric_models\modeling,nn_blocks_3d.py,"def build(self, input_shape: tf.TensorShape):"
data/raw/repos\official\projects\volumetric_models\modeling,nn_blocks_3d.py,def get_config(self):
data/raw/repos\official\projects\volumetric_models\modeling,nn_blocks_3d.py,"def build(self, input_shape):"
data/raw/repos\official\projects\volumetric_models\modeling,nn_blocks_3d.py,def get_config(self):
data/raw/repos\official\projects\volumetric_models\modeling,nn_blocks_3d.py,"def call(self, inputs, training=None):"
data/raw/repos\official\projects\volumetric_models\modeling,nn_blocks_3d.py,"def build(self, input_shape):"
data/raw/repos\official\projects\volumetric_models\modeling,nn_blocks_3d.py,def get_config(self):
data/raw/repos\official\projects\volumetric_models\modeling,nn_blocks_3d.py,"def call(self, inputs, training=None):"
data/raw/repos\official\projects\volumetric_models\modeling,segmentation_model_test.py,"def test_segmentation_network_unet3d_creation(self, input_size, depth):"
data/raw/repos\official\projects\volumetric_models\modeling,segmentation_model_test.py,def test_serialize_deserialize(self):
data/raw/repos\official\projects\volumetric_models\modeling\backbones,unet_3d.py,"def from_config(cls, config: Mapping[str, Any], custom_objects=None):"
data/raw/repos\official\projects\volumetric_models\modeling\backbones,unet_3d_test.py,"def test_network_creation(self, input_size, model_id):"
data/raw/repos\official\projects\volumetric_models\modeling\backbones,unet_3d_test.py,def test_serialize_deserialize(self):
data/raw/repos\official\projects\volumetric_models\modeling\decoders,factory.py,def build_my_decoder():
data/raw/repos\official\projects\volumetric_models\modeling\decoders,factory.py,def register_decoder_builder(key: str):
data/raw/repos\official\projects\volumetric_models\modeling\decoders,factory.py,"def builder(input_specs, config, l2_reg):"
data/raw/repos\official\projects\volumetric_models\modeling\decoders,factory_test.py,"def test_unet_3d_decoder_creation(self, model_id):"
data/raw/repos\official\projects\volumetric_models\modeling\decoders,factory_test.py,def test_identity_creation(self):
data/raw/repos\official\projects\volumetric_models\modeling\decoders,unet_3d_decoder.py,"def from_config(cls, config: Mapping[str, Any], custom_objects=None):"
data/raw/repos\official\projects\volumetric_models\modeling\decoders,unet_3d_decoder_test.py,"def test_network_creation(self, input_size, model_id):"
data/raw/repos\official\projects\volumetric_models\modeling\decoders,unet_3d_decoder_test.py,def test_serialize_deserialize(self):
data/raw/repos\official\projects\volumetric_models\modeling\heads,segmentation_heads_3d.py,"def build(self, input_shape: Union[tf.TensorShape, Sequence[tf.TensorShape]]):"
data/raw/repos\official\projects\volumetric_models\modeling\heads,segmentation_heads_3d.py,"def from_config(cls, config: Mapping[str, Any]):"
data/raw/repos\official\projects\volumetric_models\modeling\heads,segmentation_heads_3d_test.py,"def test_forward(self, level, num_convs, use_bn):"
data/raw/repos\official\projects\volumetric_models\modeling\heads,segmentation_heads_3d_test.py,def test_serialize_deserialize(self):
data/raw/repos\official\projects\volumetric_models\serving,export_saved_model.py,def main(_):
data/raw/repos\official\projects\volumetric_models\serving,semantic_segmentation_3d_test.py,def setUp(self):
data/raw/repos\official\projects\volumetric_models\serving,semantic_segmentation_3d_test.py,def _get_segmentation_module(self):
data/raw/repos\official\projects\volumetric_models\serving,semantic_segmentation_3d_test.py,"def _export_from_module(self, module, input_type: str, save_directory: str):"
data/raw/repos\official\projects\volumetric_models\serving,semantic_segmentation_3d_test.py,"def _get_dummy_input(self, input_type):"
data/raw/repos\official\projects\volumetric_models\serving,semantic_segmentation_3d_test.py,"def test_export(self, input_type: str = 'image_tensor'):"
data/raw/repos\official\projects\volumetric_models\tasks,semantic_segmentation_3d.py,"def initialize(self, model: tf_keras.Model):"
data/raw/repos\official\projects\volumetric_models\tasks,semantic_segmentation_3d_test.py,def setUp(self):
data/raw/repos\official\projects\volumetric_models\tasks,semantic_segmentation_3d_test.py,"def test_task(self, config_name):"
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils.py,def plot_image(image: np.ndarray):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils.py,"def _show_anns(anns: list[dict[str, Any]]):"
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils.py,"def plot_grid(images: list[np.ndarray], n_cols: int):"
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,"def compare_elements(elem_list1, elem_list2):"
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def test_convert_coordinates(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def test_area_key(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def test_square_bbox(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def test_same_size_masks(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def test_different_size_masks_error(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def setUp(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def test_same_size_masks(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def test_nested_masks(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def setUp(self):
data/raw/repos\official\projects\waste_identification_ml\data_generation,utils_test.py,def test_generate_coco_json(self):
data/raw/repos\official\projects\waste_identification_ml\docker_solution\prediction_api,app.py,def startup_event():
data/raw/repos\official\projects\waste_identification_ml\docker_solution\prediction_api,app_utils.py,def __init__(self):
data/raw/repos\official\projects\waste_identification_ml\docker_solution\prediction_api,app_utils.py,def load_all_models(self):
data/raw/repos\official\projects\waste_identification_ml\docker_solution\prediction_pipeline,prediction_postprocessing_test.py,def setUp(self):
data/raw/repos\official\projects\waste_identification_ml\docker_solution\prediction_pipeline,prediction_postprocessing_test.py,def test_merge_predictions(self):
data/raw/repos\official\projects\waste_identification_ml\docker_solution\prediction_pipeline,prediction_postprocessing_test.py,def test_merge_predictions_with_empty_results(self):
data/raw/repos\official\projects\waste_identification_ml\docker_solution\prediction_pipeline,prediction_postprocessing_test.py,def test_merge_predictions_with_invalid_category_indices(self):
data/raw/repos\official\projects\waste_identification_ml\docker_solution\prediction_pipeline,prediction_postprocessing_test.py,def test_transform_bounding_boxes(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,def setUp(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,def tearDown(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,def test_plot_prediction_runs_without_error(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,def test_get_prediction_details(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,def test_process_image_output(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,def test_transform_output(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,"def test_feature_dim_and_freezing(self, mock_torch_load):"
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,def test_load_vit_classifier_freezing_and_dims(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,inference_utils_test.py,"def test_confusion_matrix_dataframe(self, mock_heatmap):"
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks.py,"def check(self, val_loss: float, model: torch.nn.Module, epoch: int):"
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks.py,"def save_checkpoint(self, model: torch.nn.Module, epoch: int):"
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,"def __init__(self, input_size, output_size):"
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,"def forward(self, x):"
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,def setUp(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,def test_train_step(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,def test_test_step(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,def test_train_function(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,def test_train_function_with_early_stopping(self):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,def check_side_effect(**kwargs):
data/raw/repos\official\projects\waste_identification_ml\fine_tuning\Pytorch_Image_Classifier,training_with_callbacks_test.py,def test_train_step_calculates_loss_and_accuracy_correctly(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,batched_io.py,"def __init__(self, output_dir: str):"
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,batched_io.py,"def __exit__(self, exc_type, exc_val, exc_tb):"
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,batched_io_test.py,def test_extract_masked_object(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,batched_io_test.py,def test_save_masked_objects_saves_files(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,batched_io_test.py,def test_batched_mask_writer_queues_saves(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer.py,"def __init__(self, category_name: str):"
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_add_image_returns_correct_id(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_add_image_increments_counter(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_add_image_extracts_basename(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_add_image_appends_to_list(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_add_annotations_returns_count(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_add_annotations_multiple_objects(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_add_annotations_links_to_image_id(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_save_preserves_data(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_get_statistics_returns_correct_image_count(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_get_statistics_returns_correct_annotation_count(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,coco_annotation_writer_test.py,def test_get_statistics_initial_state(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,models_utils_test.py,def test_filter_boxes_keep_smaller_on_given_data(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,models_utils_test.py,def test_initialize_coco_output_with_category_name(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,models_utils_test.py,def test_simple_rectangle_mask(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,models_utils_test.py,def test_empty_mask(self):
data/raw/repos\official\projects\waste_identification_ml\llm_applications\milk_pouch_detection\src,models_utils_test.py,def test_basic_bbox_calculation(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,color_and_property_extractor_test.py,def test_extract_properties_and_object_masks(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,color_and_property_extractor_test.py,def test_find_dominant_color(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,color_and_property_extractor_test.py,def test_find_dominant_color_black(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,color_and_property_extractor_test.py,def test_est_color(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,color_and_property_extractor_test.py,def test_generic_color(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,download_and_unzip_models.py,"def __init__(self, cmd, returncode, stderr):"
data/raw/repos\official\projects\waste_identification_ml\model_inference,labels_test.py,def test_read_csv_to_list(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,labels_test.py,def test_categories_dictionary(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,labels_test.py,def test_load_labels(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,postprocessing.py,def reframe_box_masks_to_image_masks_default():
data/raw/repos\official\projects\waste_identification_ml\model_inference,postprocessing_test.py,def test_reframe_image_corners_relative_to_boxes(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,preprocessing_test.py,def test_normalize_image(self):
data/raw/repos\official\projects\waste_identification_ml\model_inference,preprocessing_test.py,def test_normalize_scaled_float_image(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,big_query_ops_test.py,def test_schema_definition(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,feature_extraction_test.py,def test_extract_properties(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,feature_extraction_test.py,def test_extract_properties_empty_masks(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,ffmpeg_ops.py,def get_image_creation_time(image_path):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,ffmpeg_ops_test.py,"def test_find_creation_time(self, mock_ffprobe):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,ffmpeg_ops_test.py,"def test_get_image_creation_time_exif(self, mock_open):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,ffmpeg_ops_test.py,"def test_get_image_creation_time_no_exif(self, mock_open, mock_getmtime):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,ffmpeg_ops_test.py,"def test_get_image_creation_time_file_not_found(self, mock_image_open):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,ffmpeg_ops_test.py,"def test_get_image_creation_time_unidentified_image(self, mock_image_open):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,mask_bbox_saver_test.py,def setUp(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,mask_bbox_saver_test.py,def test_dataframe_validity(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,mask_bbox_saver_test.py,"def test_visualize_tracking_function_runs(self, mock_imwrite):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,mask_bbox_saver_test.py,def test_dataframe_is_valid(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,mask_bbox_saver_test.py,"def mock_resize_bbox(bbox, old_size, new_size):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,mask_bbox_saver_test.py,"def test_empty_dataframe_returns_early(self, mock_makedirs):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,mask_bbox_saver_test.py,"def mock_resize_bbox(bbox, old_size, new_size):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,object_tracking_postprocessing_test.py,def test_particle_grouping(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,object_tracking_postprocessing_test.py,def test_single_class_selection(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,object_tracking_postprocessing_test.py,def test_modal_class_selection(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,object_tracking_postprocessing_test.py,def test_single_class_selection_with_tie(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,object_tracking_postprocessing_test.py,def test_tie_multiple_class_selection(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,object_tracking_test.py,def test_object_tracking_retains_columns(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,object_tracking_test.py,def test_object_tracking_drops_columns(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,triton_server_inference_test.py,"def test_input_conversion_to_rgb(self, mock_imread):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,triton_server_inference_test.py,"def test_input_image_resized(self, mock_imread):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,triton_server_inference_test.py,"def test_batch_dimension_prepended_to_triton_input(self, mock_imread):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,triton_server_inference_test.py,"def test_image_converted_to_infer_input(self, mock_imread):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,triton_server_inference_test.py,"def test_infer_input_set(self, mock_imread, mock_set_data_from_numpy):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,triton_server_inference_test.py,"def test_inference_output_converted_to_dict(self, mock_query_model):"
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils.py,def reframe_box_masks_to_image_masks_default():
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils.py,def files_paths(folder_path):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils.py,def shutdown_system():
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_load_labels(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_files_paths_with_images(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_files_paths_with_no_images(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_files_paths_empty_folder(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_resize_multiple_masks(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_keeps_biggest_mask(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_filter_with_boolean_indices(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_filter_with_integer_indices(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_both_dimensions_below_min_size(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_height_below_min_size(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_width_below_min_size(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_both_dimensions_above_min_size(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_exact_min_size(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_extract_and_resize_single_object(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_resize_bbox_scaling(self):
data/raw/repos\official\projects\waste_identification_ml\Triton_TF_Cloud_Deployment\client,utils_test.py,def test_resize_bbox_no_scaling(self):
data/raw/repos\official\projects\yolo\configs,yolo.py,"def _build_dict(min_level, max_level, value):"
data/raw/repos\official\projects\yolo\configs,yolo.py,"def _build_path_scales(min_level, max_level):"
data/raw/repos\official\projects\yolo\configs,yolo.py,def get(self):
data/raw/repos\official\projects\yolo\configs,yolo.py,"def get(self, min_level, max_level):"
data/raw/repos\official\projects\yolo\configs,yolo.py,"def set_boxes(self, boxes):"
data/raw/repos\official\projects\yolo\configs,yolov7.py,"def _build_dict(min_level, max_level, value):"
data/raw/repos\official\projects\yolo\configs,yolov7.py,"def _build_path_scales(min_level, max_level):"
data/raw/repos\official\projects\yolo\dataloaders,classification_input.py,"def _parse_train_image(self, decoded_tensors):"
data/raw/repos\official\projects\yolo\dataloaders,classification_input.py,"def _parse_eval_image(self, decoded_tensors):"
data/raw/repos\official\projects\yolo\dataloaders,tf_example_decoder.py,"def _coco91_to_80(classif, box, areas, iscrowds):"
data/raw/repos\official\projects\yolo\dataloaders,tf_example_decoder.py,"def decode(self, serialized_example):"
data/raw/repos\official\projects\yolo\dataloaders,yolo_input.py,"def _pad_infos_object(self, image):"
data/raw/repos\official\projects\yolo\dataloaders,yolo_input.py,"def _parse_train_data(self, data):"
data/raw/repos\official\projects\yolo\dataloaders,yolo_input.py,"def _parse_eval_data(self, data):"
data/raw/repos\official\projects\yolo\dataloaders,yolo_input.py,"def set_shape(self, values, pad_axis=0, pad_value=0, inds=None):"
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,def smooth_bce_targets(eps=0.1):
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,def merge_labels(labels):
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,"def call(self, labels, predictions):"
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,"def _build_targets(self, labels, predictions):"
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,def report_separate_losses(self):
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,def report_stats(self):
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,def get_config(self):
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,"def call(self, labels, predictions):"
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,"def _build_targets(self, labels, predictions, image_info):"
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,"def _find_three_positives(self, labels, predictions):"
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,def report_stats(self):
data/raw/repos\official\projects\yolo\losses,yolov7_loss.py,def report_separate_losses(self):
